pattern_rank,model,error_category,subrule,normalised_annotated_text,distinct_annotations,affected_documents,affected_reviewers,affected_archives,annotations_per_1000_model_tokens,prompt_candidate,example_surface_forms,example_documents,reviewers,archives
90,GPT OSS 120B · 8 000 TPM,Cambios,Sustitución,poco,5,2,2,2,0.4291108822519739,True,poco,AGI_INDIFERENTE_2065_N45_09 | AGN_Tierras_v039-2_exp003_72,Edna | Rodrigo,agi_indiferente | agn_tierras
91,GPT OSS 120B · 8 000 TPM,Cambios,Sustitución,quiso,5,2,2,2,0.4291108822519739,True,quiso,AGN_Tierras_v039-2_exp003_72 | BnF_111_20,Edna | Flor,agn_tierras | bnf_111
92,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,mi,5,2,2,2,0.11762768485190674,True,mi,BnF_030_22 | BnF_032_39,Paco | Paloma,bnf_030 | bnf_032
93,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,mi,5,2,2,2,0.11762768485190674,True,mi,BnF_030_22 | BnF_032_39,Paco | Paloma,bnf_030 | bnf_032
94,GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,do,4,2,2,2,0.34328870580157916,True,do,AGN_RealesCedDup_v050_exp062 | BnF_030_21,Edna | Paloma,agn_realesceddup | bnf_030
95,GPT OSS 120B · 8 000 TPM,Cambios,Deleción,españa,4,2,2,2,0.34328870580157916,True,España,AGI_PATRONATO_181_R13_1 | AGN_Mercedes_v003_exp520,Alba | Paloma,agi_patronato | agn_mercedes
96,GPT OSS 120B · 8 000 TPM,Cambios,Sustitución,el,4,2,2,2,0.34328870580157916,True,El | el,AGI_INDIFERENTE_2065_N45_09 | AGN_AHHacienda_v1292_exp135,Javier | Rodrigo,agi_indiferente | agn_ahhacienda
97,GPT OSS 120B · 8 000 TPM,Filológicas - instrucciones,Regularización de i/y vocálicas,myguel,4,2,2,2,0.34328870580157916,True,myguel,BnF_111_20 | BnF_113_22,Flor | Paloma,bnf_111 | bnf_113
98,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,firme,4,2,2,2,0.0941021478815254,True,firme,AGN_Tierras_v039-2_exp003_41 | BnF_243_16,Flor | Rodrigo,agn_tierras | bnf_243
99,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,a,4,2,2,2,0.0941021478815254,True,a,AGI_INDIFERENTE_1529_N36_07 | AGI_PATRONATO_181_R13_2,Paloma | Rodrigo,agi_indiferente | agi_patronato
100,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,anto,3,2,2,2,0.25746652935118436,True,anto,AGN_GralParte_v006_exp617_01 | BnF_104_2,Paco | Rodrigo,agn_gralparte | bnf_104
101,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,audía,3,2,2,2,0.25746652935118436,True,audía,AGI_GUADALAJARA_230_L2_F_45V-46V_2 | BnF_116_02,Adriana | Paco,agi_guadalajara | bnf_116
102,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,ciud,3,2,2,2,0.25746652935118436,True,Ciud | ciud,AGN_RealesCedDup_v050_exp062 | BNE_ms3047_4,Javier | Paloma,agn_realesceddup | bne_ms3047
103,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,dio,3,2,2,2,0.25746652935118436,True,dio,BnF_075_014 | BnF_112_02,Alba | Arturo,bnf_075 | bnf_112
104,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,exa,3,2,2,2,0.25746652935118436,True,exa,AGN_GralParte_v006_exp617_01 | AGN_Indios_v019_exp354_2,Alba | Rodrigo,agn_gralparte | agn_indios
105,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,mexco,3,2,2,2,0.25746652935118436,True,mexco,AGN_GralParte_v006_exp617_01 | AGN_RealesCedDup_v050_exp062,Paloma | Rodrigo,agn_gralparte | agn_realesceddup
106,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,xptoval,3,2,2,2,0.25746652935118436,True,Xptoval | xptoval,AGI_PATRONATO_182_R3_04 | AGN_Indios_v019_exp354_2,Alba | Paco,agi_patronato | agn_indios
107,GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dhos,3,2,2,2,0.25746652935118436,True,dhos,AGN_Mercedes_v003_exp520 | BnF_113_22,Alba | Paloma,agn_mercedes | bnf_113
108,GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,tpo,3,2,2,2,0.25746652935118436,True,tpo,AGN_RealesCedDup_v030_exp874 | BnF_112_04,Alba | Paloma,agn_realesceddup | bnf_112
109,GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,mando,3,2,2,2,0.25746652935118436,True,mando,BnF_032_36 | BnF_112_02,Arturo | Paco,bnf_032 | bnf_112
110,GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,posesion,3,2,2,2,0.25746652935118436,True,posesion,AGN_Mercedes_v003_exp520 | BnF_112_02,Alba | Arturo,agn_mercedes | bnf_112
111,GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,terminos,3,2,2,2,0.25746652935118436,True,terminos,AGN_GralParte_v006_exp617_01 | AGN_Mercedes_v003_exp520,Alba | Rodrigo,agn_gralparte | agn_mercedes
112,GPT OSS 120B · 8 000 TPM,Cambios,Deleción,del pueblo,3,2,2,2,0.25746652935118436,True,del pueblo,AGN_Indios_v009_exp003_fs4v-5_01 | BnF_116_02,Arturo | Paco,agn_indios | bnf_116
113,GPT OSS 120B · 8 000 TPM,Cambios,Otros,para,3,2,2,2,0.25746652935118436,True,Para | para,AGN_GralParte_v006_exp617_01 | BnF_116_02,Paco | Rodrigo,agn_gralparte | bnf_116
114,GPT OSS 120B · 8 000 TPM,Cambios,Sustitución,allá,3,2,2,2,0.25746652935118436,True,allá,AGI_INDIFERENTE_2065_N45_09 | AGN_Tierras_v039-2_exp003_72,Edna | Rodrigo,agi_indiferente | agn_tierras
115,GPT OSS 120B · 8 000 TPM,Cambios,Sustitución,se,3,2,2,2,0.25746652935118436,True,se,AGN_RealesCedDup_v050_exp062 | AMP_AC_v021__doc026_1,Paloma | Rodrigo,agn_realesceddup | amp_ac
116,GPT OSS 120B · 8 000 TPM,Filológicas - instrucciones,Regularización de labiales (b/v),nueba,3,2,2,2,0.25746652935118436,True,nueba,AGI_PATRONATO_182_R3_04 | AGN_Mercedes_v003_exp520,Alba | Paco,agi_patronato | agn_mercedes
117,GPT OSS 120B · 8 000 TPM,Filológicas - mecánicas,Regularización de sibilantes,doze,3,2,2,2,0.25746652935118436,True,doze,AGI_CONTRATACION_1183_N8_78 | AGN_RealesCedDup_v030_exp874,Adriana | Alba,agi_contratacion | agn_realesceddup
118,Llama 3.3 70B · 12 000 TPM,Abreviaturas,"Excepciones (desto/a/os, dello/a/os)",de ello,3,2,2,2,0.07057661091114405,True,de ello,BnF_075_035 | utblac_wbs_1433_duplicated_1,Arturo | Rodrigo,bnf_075 | utblac_wbs
119,Llama 3.3 70B · 12 000 TPM,Abreviaturas,"Excepciones (desto/a/os, dello/a/os)",de estos,3,2,2,2,0.07057661091114405,True,de estos,AGI_INDIFERENTE_1529_N8_06 | Mechoacan_Yurirapundaro_1,Adriana | Rodrigo,agi_indiferente | mechoacan_yurirapundaro
120,Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,vo,3,2,2,2,0.07057661091114405,True,Vo | vo,AGI_CONTRATACION_1089_N8_151 | utblac_gg_mss_g62_duplicated_11,Alba | Paco,agi_contratacion | utblac_gg
121,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,al,3,2,2,2,0.07057661091114405,True,al,AGN_GralParte_v001_exp1020_01 | BnF_266_07,Paco | Paloma,agn_gralparte | bnf_266
122,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,ciudad,3,2,2,2,0.07057661091114405,True,ciudad,BnF_032_39 | BnF_394_07,Paloma | Rodrigo,bnf_032 | bnf_394
123,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,fue,3,2,2,2,0.07057661091114405,True,Fue | fue,AGN_Congregaciones_v001_exp076 | AGN_GralParte_v001_exp1020_02,Edna | Javier,agn_congregaciones | agn_gralparte
124,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,lo,3,2,2,2,0.07057661091114405,True,lo,BnF_110_09 | utblac_wbs_0912a_duplicated,Alba | Arturo,bnf_110 | utblac_wbs
125,Llama 3.3 70B · 12 000 TPM,Filológicas - instrucciones,Regularización de i/y vocálicas,yndio,3,2,2,2,0.07057661091114405,True,yndio,BnF_032_33 | BnF_104_3,Adriana | Alba,bnf_032 | bnf_104
126,Llama 3.3 70B · 12 000 TPM,Filológicas - instrucciones,Regularización de labiales (b/v),aver,3,2,2,2,0.07057661091114405,True,aver,AGN_Tierras_v039-2_exp003_41 | BnF_112_08,Flor | Paloma,agn_tierras | bnf_112
127,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,das,2,2,2,2,0.17164435290078958,True,das,AGI_PATRONATO_182_R3_04 | BnF_112_02,Arturo | Paco,agi_patronato | bnf_112
128,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,juo,2,2,2,2,0.17164435290078958,True,Juo | juo,AGN_GralParte_v006_exp617_01 | BNE_ms3047_4,Javier | Rodrigo,agn_gralparte | bne_ms3047
129,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,la,2,2,2,2,0.17164435290078958,True,La | la,AGN_GralParte_v006_exp617_01 | BnF_113_04,Paco | Rodrigo,agn_gralparte | bnf_113
130,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,magno,2,2,2,2,0.17164435290078958,True,magno,AMP_AC_v021__doc026_1 | BnF_104_2,Paco | Rodrigo,amp_ac | bnf_104
131,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,mdo,2,2,2,2,0.17164435290078958,True,mdo,AGN_GralParte_v006_exp617_01 | AGN_Indios_v019_exp354_2,Alba | Rodrigo,agn_gralparte | agn_indios
132,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,modo,2,2,2,2,0.17164435290078958,True,modo,AGI_GUADALAJARA_230_L2_F_45V-46V_2 | AGN_Tierras_v039-2_exp003_72,Adriana | Edna,agi_guadalajara | agn_tierras
133,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,ne,2,2,2,2,0.17164435290078958,True,ne,AGN_AHHacienda_v1292_exp135 | BnF_112_02,Arturo | Javier,agn_ahhacienda | bnf_112
134,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,partdo,2,2,2,2,0.17164435290078958,True,Partdo | partdo,AGN_AHHacienda_v1292_exp135 | AGN_RealesCedDup_v050_exp062,Javier | Paloma,agn_ahhacienda | agn_realesceddup
135,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pueblo,2,2,2,2,0.17164435290078958,True,pueblo,AGN_Indios_v019_exp354_2 | BnF_112_25,Alba | Paco,agn_indios | bnf_112
136,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,qto,2,2,2,2,0.17164435290078958,True,qto,AGN_AHHacienda_v268_exp046_01 | AGN_Indios_v019_exp354_2,Adriana | Alba,agn_ahhacienda | agn_indios
137,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,seiso,2,2,2,2,0.17164435290078958,True,Seiso | seiso,AGN_Indios_v019_exp354_2 | AGN_RealesCedDup_v050_exp062,Alba | Paloma,agn_indios | agn_realesceddup
138,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,servo,2,2,2,2,0.17164435290078958,True,Servo | servo,AGN_Indios_v009_exp003_fs4v-5_01 | BNE_ms3047_1,Arturo | Rodrigo,agn_indios | bne_ms3047
139,GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,adjudico,2,2,2,2,0.17164435290078958,True,adjudico,BnF_032_36 | BnF_112_02,Arturo | Paco,bnf_032 | bnf_112
140,GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,despues,2,2,2,2,0.17164435290078958,True,despues,AGI_PATRONATO_182_R3_01 | BnF_113_22,Alba | Paloma,agi_patronato | bnf_113
141,GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,mexico,2,2,2,2,0.17164435290078958,True,mexico,AGI_PATRONATO_182_R3_01 | BnF_112_23,Alba | Edna,agi_patronato | bnf_112
142,GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,pidio,2,2,2,2,0.17164435290078958,True,pidio,AGN_GralParte_v006_exp617_01 | BnF_112_02,Arturo | Rodrigo,agn_gralparte | bnf_112
143,GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,vendio,2,2,2,2,0.17164435290078958,True,vendio,AGN_GralParte_v006_exp617_01 | BnF_112_02,Arturo | Rodrigo,agn_gralparte | bnf_112
144,GPT OSS 120B · 8 000 TPM,Cambios,Deleción,da,2,2,2,2,0.17164435290078958,True,da,AGN_RealesCedDup_v050_exp062 | BnF_112_25,Paco | Paloma,agn_realesceddup | bnf_112
145,GPT OSS 120B · 8 000 TPM,Cambios,Sustitución,alta,2,2,2,2,0.17164435290078958,True,alta,AGI_GUADALAJARA_230_L2_F_45V-46V_1 | AMP_AC_v021__doc026_1,Edna | Rodrigo,agi_guadalajara | amp_ac
146,GPT OSS 120B · 8 000 TPM,Cambios,Sustitución,haya,2,2,2,2,0.17164435290078958,True,haya,AGN_Indios_v002_exp835 | AMP_AC_v021__doc026_1,Paloma | Rodrigo,agn_indios | amp_ac
147,GPT OSS 120B · 8 000 TPM,Cambios,Sustitución,magno,2,2,2,2,0.17164435290078958,True,magno,AMP_AC_v021__doc026_1 | BnF_104_2,Paco | Rodrigo,amp_ac | bnf_104
148,GPT OSS 120B · 8 000 TPM,Cambios,Sustitución,trato,2,2,2,2,0.17164435290078958,True,trato,AGN_Indios_v009_exp003_fs4v-5_01 | BnF_104_2,Arturo | Paco,agn_indios | bnf_104
149,GPT OSS 120B · 8 000 TPM,Filológicas - instrucciones,Regularización de i/y vocálicas,myll,2,2,2,2,0.17164435290078958,True,myll,AGI_PATRONATO_182_R3_01 | BnF_112_23,Alba | Edna,agi_patronato | bnf_112
150,GPT OSS 120B · 8 000 TPM,Filológicas - instrucciones,Regularización de i/y vocálicas,yglesia,2,2,2,2,0.17164435290078958,True,yglesia,BnF_111_20 | BnF_112_04,Flor | Paloma,bnf_111 | bnf_112
151,GPT OSS 120B · 8 000 TPM,Filológicas - instrucciones,Regularización de labiales (b/v),boluntad,2,2,2,2,0.17164435290078958,True,boluntad,AGN_Mercedes_v003_exp520 | BnF_112_23,Alba | Edna,agn_mercedes | bnf_112
152,GPT OSS 120B · 8 000 TPM,Filológicas - instrucciones,Regularización de labiales (b/v),governador,2,2,2,2,0.17164435290078958,True,governador,BnF_111_20 | BnF_112_02,Arturo | Flor,bnf_111 | bnf_112
153,GPT OSS 120B · 8 000 TPM,Filológicas - mecánicas,Regularización de sibilantes,catorze,2,2,2,2,0.17164435290078958,True,Catorze | catorze,AGI_CONTRATACION_1183_N8_78 | BnF_111_20,Adriana | Flor,agi_contratacion | bnf_111
154,GPT OSS 120B · 8 000 TPM,Filológicas - mecánicas,Regularización de sibilantes,dizen,2,2,2,2,0.17164435290078958,True,dizen,BnF_112_02 | BnF_113_22,Arturo | Paloma,bnf_112 | bnf_113
155,GPT OSS 120B · 8 000 TPM,Filológicas - mecánicas,Regularización de sibilantes,haze,2,2,2,2,0.17164435290078958,True,haze,AGN_AHHacienda_v1292_exp135 | BnF_112_02,Arturo | Javier,agn_ahhacienda | bnf_112
156,GPT OSS 120B · 8 000 TPM,Filológicas - mecánicas,Simplificación de grupos vocálicos,myll,2,2,2,2,0.17164435290078958,True,myll,AGI_PATRONATO_182_R3_01 | BnF_112_23,Alba | Edna,agi_patronato | bnf_112
157,Llama 3.3 70B · 12 000 TPM,Abreviaturas,"Excepciones (desto/a/os, dello/a/os)",que está,2,2,2,2,0.0470510739407627,True,que está,BnF_116_08 | utblac_eog_j_04_duplicated_02,Adriana | Arturo,bnf_116 | utblac_eog
158,Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,dn.,2,2,2,2,0.0470510739407627,True,Dn.,BnF_167_29 | BnF_174_03,Adriana | Arturo,bnf_167 | bnf_174
159,Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,min,2,2,2,2,0.0470510739407627,True,Min | min,AGI_INDIFERENTE_1529_N36_07 | BnF_032_33,Adriana | Rodrigo,agi_indiferente | bnf_032
160,Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,seiscientos,2,2,2,2,0.0470510739407627,True,seiscientos,BnF_075_003 | BnF_117_13,Adriana | Paco,bnf_075 | bnf_117
161,Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,ses,2,2,2,2,0.0470510739407627,True,ses,AGN_AHHacienda_v268_exp046_03 | UIA_Ms149_Exp3_04,Alba | Arturo,agn_ahhacienda | uia_ms149
162,Llama 3.3 70B · 12 000 TPM,Abreviaturas,No sub-rule assigned,fue,2,2,2,2,0.0470510739407627,True,Fue | fue,AGN_GralParte_v001_exp1020_02 | BnF_118_05,Alba | Edna,agn_gralparte | bnf_118
163,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,obligo,2,2,2,2,0.0470510739407627,True,obligo,AGI_CONTRATACION_1089_N8_151 | AGN_AHHacienda_v268_exp046_03,Arturo | Paco,agi_contratacion | agn_ahhacienda
164,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,mil quinientos sesenta,2,2,2,2,0.0470510739407627,True,mil quinientos sesenta,BnF_113_43 | BnF_243_16,Paloma | Rodrigo,bnf_113 | bnf_243
165,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,que,2,2,2,2,0.0470510739407627,True,Que | que,AGN_AHHacienda_v268_exp046_03 | BnF_394_07,Arturo | Rodrigo,agn_ahhacienda | bnf_394
166,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,seiscientos,2,2,2,2,0.0470510739407627,True,seiscientos,BnF_075_035 | BnF_117_13,Arturo | Paco,bnf_075 | bnf_117
167,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,veintisiete,2,2,2,2,0.0470510739407627,True,veintisiete,BnF_030_22 | utblac_wbs_1433_duplicated_1,Paco | Rodrigo,bnf_030 | utblac_wbs
168,Llama 3.3 70B · 12 000 TPM,Cambios,Inserción,a,2,2,2,2,0.0470510739407627,True,a,BnF_118_03 | UIA_Ms149_Exp2_51,Arturo | Paloma,bnf_118 | uia_ms149
169,Llama 3.3 70B · 12 000 TPM,Cambios,Inserción,lo,2,2,2,2,0.0470510739407627,True,lo,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_02 | BnF_118_08,Arturo | Paco,agn_hospjesus | bnf_118
170,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,ahora,2,2,2,2,0.0470510739407627,True,ahora,AGI_INDIFERENTE_1529_N8_06 | utblac_wbs_0912a_duplicated,Arturo | Rodrigo,agi_indiferente | utblac_wbs
171,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,así,2,2,2,2,0.0470510739407627,True,así,BnF_110_13 | BnF_119-148_16,Adriana | Flor,bnf_110 | bnf_119-148
172,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,braza,2,2,2,2,0.0470510739407627,True,braza,BP_CM_R494_156_2 | BnF_032_23,Arturo | Javier,bnf_032 | bp_cm
173,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,cien,2,2,2,2,0.0470510739407627,True,cien,BnF_118_06 | BnF_119-148_24,Adriana | Edna,bnf_118 | bnf_119-148
174,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,del,2,2,2,2,0.0470510739407627,True,del,BnF_111_21 | utblac_eog_j_04_duplicated_02,Arturo | Flor,bnf_111 | utblac_eog
175,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,dije,2,2,2,2,0.0470510739407627,True,dije,AGN_GralParte_v001_exp1020_01 | BnF_032_23,Arturo | Paloma,agn_gralparte | bnf_032
176,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,envió,2,2,2,2,0.0470510739407627,True,envió,BnF_032_33 | BnF_266_03,Adriana | Rodrigo,bnf_032 | bnf_266
177,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,ha,2,2,2,2,0.0470510739407627,True,ha,AGN_Marina_v031A_exp02_fs85-92_15 | BnF_119-148_33,Paco | Paloma,agn_marina | bnf_119-148
178,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,hemos,2,2,2,2,0.0470510739407627,True,hemos,BnF_111_27 | BnF_119-148_24,Adriana | Alba,bnf_111 | bnf_119-148
179,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,hubieren,2,2,2,2,0.0470510739407627,True,hubieren,AGN_Indios_v009_exp002_fs3v-4_01 | BnF_112_08,Arturo | Paloma,agn_indios | bnf_112
180,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,josé,2,2,2,2,0.0470510739407627,True,José,AGN_Inquisicion_v1570A_exp134_fs159-160v_02 | BnF_113_25,Adriana | Flor,agn_inquisicion | bnf_113
181,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,prueba,2,2,2,2,0.0470510739407627,True,prueba,BnF_110_29 | BnF_117_03,Arturo | Paloma,bnf_110 | bnf_117
182,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,renuncia,2,2,2,2,0.0470510739407627,True,renuncia,AGN_AHHacienda_v268_exp046_02 | AGN_IndiferenteVirreinal_caja4071_exp024_1,Paloma | Rodrigo,agn_ahhacienda | agn_indiferentevirreinal
183,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,siembra,2,2,2,2,0.0470510739407627,True,siembra,BnF_174_05 | UIA_Ms149_Exp3_43,Adriana | Paco,bnf_174 | uia_ms149
184,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,veintisiete,2,2,2,2,0.0470510739407627,True,veintisiete,AGN_Indios_v009_exp002_fs3v-4_01 | BnF_030_22,Arturo | Paco,agn_indios | bnf_030
185,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,vino,2,2,2,2,0.0470510739407627,True,Vino,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_02 | BnF_266_03,Paco | Rodrigo,agn_hospjesus | bnf_266
186,Llama 3.3 70B · 12 000 TPM,Filológicas - instrucciones,Regularización de H etimológica,aver,2,2,2,2,0.0470510739407627,True,aver,AGN_Tierras_v039-2_exp003_41 | BnF_112_08,Flor | Paloma,agn_tierras | bnf_112
187,Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,tpo,3,3,2,1,0.07057661091114405,False,tpo,BnF_267_03 | BnF_267_15 | BnF_267_23,Adriana | Paco,bnf_267
188,GPT OSS 120B · 8 000 TPM,Cambios,Otros,la,6,3,1,3,0.5149330587023687,False,La,AGI_INDIFERENTE_2065_N45_09 | AGN_GralParte_v006_exp617_01 | BNE_ms3047_1,Rodrigo,agi_indiferente | agn_gralparte | bne_ms3047
189,GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,mas,4,3,1,3,0.34328870580157916,False,maS | mas,AGI_PATRONATO_182_R3_01 | AGN_Indios_v019_exp354_2 | AGN_RealesCedDup_v030_exp874,Alba,agi_patronato | agn_indios | agn_realesceddup
190,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,de,4,3,1,3,0.0941021478815254,False,de,AGN_GralParte_v006_exp617_02 | AGN_IndiferenteVirreinal_caja4071_exp024_1 | BnF_243_16,Rodrigo,agn_gralparte | agn_indiferentevirreinal | bnf_243
191,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,tos,3,3,1,3,0.25746652935118436,False,tos,BnF_032_36 | BnF_104_2 | BnF_113_04,Paco,bnf_032 | bnf_104 | bnf_113
192,GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,presento,3,3,1,3,0.25746652935118436,False,presento,BnF_032_36 | BnF_112_25 | BnF_113_04,Paco,bnf_032 | bnf_112 | bnf_113
193,Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,v. s.,16,2,2,1,0.3764085915261016,False,V. S.,BnF_174_03 | BnF_174_04,Arturo | Paloma,bnf_174
194,Llama 3.3 70B · 12 000 TPM,Filológicas - instrucciones,No modificar otros idiomas,tlacotepec,7,2,2,1,0.16467875879266947,False,Tlacotepec,BnF_032_23 | BnF_032_33,Adriana | Arturo,bnf_032
195,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,s.,5,2,2,1,0.4291108822519739,False,S. | s.,BNE_ms3047_1 | BNE_ms3047_4,Javier | Rodrigo,bne_ms3047
196,GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,camellon,5,2,2,1,0.4291108822519739,False,Camellon | camellon,BnF_112_02 | BnF_112_23,Arturo | Edna,bnf_112
197,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,cortes,5,2,2,1,0.11762768485190674,False,Cortes | cortes,AGI_CONTRATACION_1089_N8_151 | AGI_CONTRATACION_1089_N8_176,Flor | Paco,agi_contratacion
198,GPT OSS 120B · 8 000 TPM,Cambios,Sustitución,están,4,2,2,1,0.34328870580157916,False,Están,BnF_030_21 | BnF_030_27,Edna | Rodrigo,bnf_030
199,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,exmo,3,2,2,1,0.25746652935118436,False,exmo,AGN_RealesCedDup_v030_exp874 | AGN_RealesCedDup_v050_exp062,Alba | Paloma,agn_realesceddup
200,GPT OSS 120B · 8 000 TPM,Filológicas - instrucciones,Regularización de labiales (b/v),llamava,3,2,2,1,0.25746652935118436,False,llamava,BnF_112_02 | BnF_112_23,Arturo | Edna,bnf_112
201,GPT OSS 120B · 8 000 TPM,Filológicas - instrucciones,x sibilante → j,caxa,3,2,2,1,0.25746652935118436,False,caxa,AGN_AHHacienda_v1292_exp135 | AGN_AHHacienda_v268_exp046_01,Adriana | Javier,agn_ahhacienda
202,Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franca,3,2,2,1,0.07057661091114405,False,Franca,BnF_243_16 | BnF_243_18,Adriana | Rodrigo,bnf_243
203,Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,justa,3,2,2,1,0.07057661091114405,False,justa,BnF_110_13 | BnF_110_29,Adriana | Paloma,bnf_110
204,GPT OSS 120B · 8 000 TPM,Abreviaturas,"Excepciones (desto/a/os, dello/a/os)",della,2,2,2,1,0.17164435290078958,False,della,AGI_PATRONATO_182_R3_01 | AGI_PATRONATO_182_R3_04,Alba | Paco,agi_patronato
205,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,sigtes,2,2,2,1,0.17164435290078958,False,Sigtes | sigtes,BNE_ms3047_1 | BNE_ms3047_4,Javier | Rodrigo,bne_ms3047
206,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,tie,2,2,2,1,0.17164435290078958,False,tie,BNE_ms3047_1 | BNE_ms3047_4,Javier | Rodrigo,bne_ms3047
207,GPT OSS 120B · 8 000 TPM,Cambios,Deleción,carvajal,2,2,2,1,0.17164435290078958,False,Carvajal | carvajal,BnF_112_02 | BnF_112_25,Arturo | Paco,bnf_112
208,GPT OSS 120B · 8 000 TPM,Filológicas - instrucciones,Regularización de labiales (b/v),dava,2,2,2,1,0.17164435290078958,False,dava,BnF_112_04 | BnF_112_23,Edna | Paloma,bnf_112
