pattern_row_id,analysis_scope,model,normalised_annotated_form,effective_error_category,effective_subrule,distinct_annotations,affected_documents,affected_reviewers,affected_archives,example_surface_forms,example_documents,reviewers,archives,all_form_annotations,rule_share_for_form,rule_share_wilson_lower_95,recurrent_across_documents_and_reviewers
1859,model,Llama 3.3 70B · 12 000 TPM,casar,Cambios,Sustitución,1,1,1,1,casar,BnF_113_25,Flor,bnf_113,1,1.0,0.20654931437723742,False
1860,all_models,ALL_MODELS,casas,Abreviaturas,No sub-rule assigned,1,1,1,1,casas,BnF_075_014,Alba,bnf_075,1,1.0,0.20654931437723742,False
1861,model,GPT OSS 120B · 8 000 TPM,casas,Abreviaturas,No sub-rule assigned,1,1,1,1,casas,BnF_075_014,Alba,bnf_075,1,1.0,0.20654931437723742,False
1862,all_models,ALL_MODELS,"casas,",Puntuación,No sub-rule assigned,1,1,1,1,"Casas,",AGI_INDIFERENTE_2065_N45_11,Alba,agi_indiferente,1,1.0,0.20654931437723742,False
1863,model,Llama 3.3 70B · 12 000 TPM,"casas,",Puntuación,No sub-rule assigned,1,1,1,1,"Casas,",AGI_INDIFERENTE_2065_N45_11,Alba,agi_indiferente,1,1.0,0.20654931437723742,False
1864,all_models,ALL_MODELS,"casas, estancias",Cambios,Deleción,1,1,1,1,"casas, estancias",AGN_HospJesus_c474_leg267-2_exp024_7473-7537_02,Paco,agn_hospjesus,1,1.0,0.20654931437723742,False
1865,model,Llama 3.3 70B · 12 000 TPM,"casas, estancias",Cambios,Deleción,1,1,1,1,"casas, estancias",AGN_HospJesus_c474_leg267-2_exp024_7473-7537_02,Paco,agn_hospjesus,1,1.0,0.20654931437723742,False
1866,all_models,ALL_MODELS,"casas, y",Puntuación,"Coma (,)",1,1,1,1,"casas, y",BnF_174_03,Arturo,bnf_174,1,1.0,0.20654931437723742,False
1867,model,Llama 3.3 70B · 12 000 TPM,"casas, y",Puntuación,"Coma (,)",1,1,1,1,"casas, y",BnF_174_03,Arturo,bnf_174,1,1.0,0.20654931437723742,False
1868,all_models,ALL_MODELS,casas.,Puntuación,Punto (.),1,1,1,1,casas.,BnF_118_08,Arturo,bnf_118,1,1.0,0.20654931437723742,False
1869,model,Llama 3.3 70B · 12 000 TPM,casas.,Puntuación,Punto (.),1,1,1,1,casas.,BnF_118_08,Arturo,bnf_118,1,1.0,0.20654931437723742,False
1870,all_models,ALL_MODELS,casi,Cambios,Inserción,1,1,1,1,casi,BnF_266_10,Flor,bnf_266,1,1.0,0.20654931437723742,False
1871,model,Llama 3.3 70B · 12 000 TPM,casi,Cambios,Inserción,1,1,1,1,casi,BnF_266_10,Flor,bnf_266,1,1.0,0.20654931437723742,False
1872,all_models,ALL_MODELS,"castigados,",Puntuación,"Coma (,)",1,1,1,1,"castigados,",BnF_075_035,Arturo,bnf_075,1,1.0,0.20654931437723742,False
1873,model,Llama 3.3 70B · 12 000 TPM,"castigados,",Puntuación,"Coma (,)",1,1,1,1,"castigados,",BnF_075_035,Arturo,bnf_075,1,1.0,0.20654931437723742,False
1874,all_models,ALL_MODELS,castigando,Puntuación,No sub-rule assigned,1,1,1,1,castigando,AGN_Indios_v009_exp003_fs4v-5_01,Arturo,agn_indios,1,1.0,0.20654931437723742,False
1875,model,GPT OSS 120B · 8 000 TPM,castigando,Puntuación,No sub-rule assigned,1,1,1,1,castigando,AGN_Indios_v009_exp003_fs4v-5_01,Arturo,agn_indios,1,1.0,0.20654931437723742,False
1876,all_models,ALL_MODELS,castigar,Cambios,Sustitución,1,1,1,1,castigar,UIA_Ms149_Exp2_51,Arturo,uia_ms149,1,1.0,0.20654931437723742,False
1877,model,Llama 3.3 70B · 12 000 TPM,castigar,Cambios,Sustitución,1,1,1,1,castigar,UIA_Ms149_Exp2_51,Arturo,uia_ms149,1,1.0,0.20654931437723742,False
1878,all_models,ALL_MODELS,castilblanco.,Puntuación,Punto (.),1,1,1,1,Castilblanco.,BnF_075_035,Arturo,bnf_075,1,1.0,0.20654931437723742,False
1879,model,Llama 3.3 70B · 12 000 TPM,castilblanco.,Puntuación,Punto (.),1,1,1,1,Castilblanco.,BnF_075_035,Arturo,bnf_075,1,1.0,0.20654931437723742,False
1880,all_models,ALL_MODELS,castilla,Puntuación,"Coma (,)",1,1,1,1,castilla,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
1881,model,GPT OSS 120B · 8 000 TPM,castilla,Puntuación,"Coma (,)",1,1,1,1,castilla,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
1882,all_models,ALL_MODELS,cata,Abreviaturas,Expansión completa,1,1,1,1,Cata,AGI_CONTRATACION_1089_N8_151,Paco,agi_contratacion,1,1.0,0.20654931437723742,False
1883,model,Llama 3.3 70B · 12 000 TPM,cata,Abreviaturas,Expansión completa,1,1,1,1,Cata,AGI_CONTRATACION_1089_N8_151,Paco,agi_contratacion,1,1.0,0.20654931437723742,False
1884,all_models,ALL_MODELS,catolica,Acentuación,No sub-rule assigned,1,1,1,1,catolica,BnF_112_04,Paloma,bnf_112,1,1.0,0.20654931437723742,False
1885,model,GPT OSS 120B · 8 000 TPM,catolica,Acentuación,No sub-rule assigned,1,1,1,1,catolica,BnF_112_04,Paloma,bnf_112,1,1.0,0.20654931437723742,False
1886,all_models,ALL_MODELS,causa;,Puntuación,"Coma (,)",1,1,1,1,causa;,BnF_167_04,Javier,bnf_167,1,1.0,0.20654931437723742,False
1887,model,Llama 3.3 70B · 12 000 TPM,causa;,Puntuación,"Coma (,)",1,1,1,1,causa;,BnF_167_04,Javier,bnf_167,1,1.0,0.20654931437723742,False
1888,all_models,ALL_MODELS,causas,Cambios,Sustitución,1,1,1,1,Causas,LoC_HPKraus_146_new_13,Paco,loc_hpkraus,1,1.0,0.20654931437723742,False
1889,model,Llama 3.3 70B · 12 000 TPM,causas,Cambios,Sustitución,1,1,1,1,Causas,LoC_HPKraus_146_new_13,Paco,loc_hpkraus,1,1.0,0.20654931437723742,False
1890,all_models,ALL_MODELS,cavallero,Filológicas - instrucciones,Regularización de labiales (b/v),1,1,1,1,Cavallero,BnF_243_12,Arturo,bnf_243,1,1.0,0.20654931437723742,False
1891,model,Llama 3.3 70B · 12 000 TPM,cavallero,Filológicas - instrucciones,Regularización de labiales (b/v),1,1,1,1,Cavallero,BnF_243_12,Arturo,bnf_243,1,1.0,0.20654931437723742,False
1892,all_models,ALL_MODELS,cavaña,Filológicas - mecánicas,Regularización de sibilantes,1,1,1,1,Cavaña,UIA_Ms149_Exp3_31,Alba,uia_ms149,1,1.0,0.20654931437723742,False
1893,model,Llama 3.3 70B · 12 000 TPM,cavaña,Filológicas - mecánicas,Regularización de sibilantes,1,1,1,1,Cavaña,UIA_Ms149_Exp3_31,Alba,uia_ms149,1,1.0,0.20654931437723742,False
1894,all_models,ALL_MODELS,cavilmente,Cambios,Sustitución,1,1,1,1,cavilmente,BnF_110_13,Adriana,bnf_110,1,1.0,0.20654931437723742,False
1895,model,Llama 3.3 70B · 12 000 TPM,cavilmente,Cambios,Sustitución,1,1,1,1,cavilmente,BnF_110_13,Adriana,bnf_110,1,1.0,0.20654931437723742,False
1896,all_models,ALL_MODELS,cavsas,Filológicas - instrucciones,No sub-rule assigned,1,1,1,1,Cavsas,BnF_032_36,Paco,bnf_032,1,1.0,0.20654931437723742,False
1897,model,GPT OSS 120B · 8 000 TPM,cavsas,Filológicas - instrucciones,No sub-rule assigned,1,1,1,1,Cavsas,BnF_032_36,Paco,bnf_032,1,1.0,0.20654931437723742,False
1898,all_models,ALL_MODELS,cayda,Filológicas - instrucciones,Regularización de i/y vocálicas,1,1,1,1,cayda,utblac_JGI_XXV-05_Tequixquiac_25,Edna,utblac_jgi,1,1.0,0.20654931437723742,False
1899,model,Llama 3.3 70B · 12 000 TPM,cayda,Filológicas - instrucciones,Regularización de i/y vocálicas,1,1,1,1,cayda,utblac_JGI_XXV-05_Tequixquiac_25,Edna,utblac_jgi,1,1.0,0.20654931437723742,False
1900,all_models,ALL_MODELS,caza,Cambios,Sustitución,1,1,1,1,caza,BnF_111_20,Flor,bnf_111,1,1.0,0.20654931437723742,False
1901,model,GPT OSS 120B · 8 000 TPM,caza,Cambios,Sustitución,1,1,1,1,caza,BnF_111_20,Flor,bnf_111,1,1.0,0.20654931437723742,False
1902,all_models,ALL_MODELS,cedulas,Acentuación,No sub-rule assigned,1,1,1,1,cedulas,AGN_Indios_v019_exp354_2,Alba,agn_indios,1,1.0,0.20654931437723742,False
1903,model,GPT OSS 120B · 8 000 TPM,cedulas,Acentuación,No sub-rule assigned,1,1,1,1,cedulas,AGN_Indios_v019_exp354_2,Alba,agn_indios,1,1.0,0.20654931437723742,False
1904,all_models,ALL_MODELS,"ceinos,",Puntuación,"Coma (,)",1,1,1,1,"Ceinos,",BnF_118_08,Arturo,bnf_118,1,1.0,0.20654931437723742,False
1905,model,Llama 3.3 70B · 12 000 TPM,"ceinos,",Puntuación,"Coma (,)",1,1,1,1,"Ceinos,",BnF_118_08,Arturo,bnf_118,1,1.0,0.20654931437723742,False
1906,all_models,ALL_MODELS,celemin,Acentuación,No sub-rule assigned,1,1,1,1,celemin,BnF_030_27,Rodrigo,bnf_030,1,1.0,0.20654931437723742,False
1907,model,GPT OSS 120B · 8 000 TPM,celemin,Acentuación,No sub-rule assigned,1,1,1,1,celemin,BnF_030_27,Rodrigo,bnf_030,1,1.0,0.20654931437723742,False
1908,all_models,ALL_MODELS,"cera, y",Puntuación,"Coma (,)",1,1,1,1,"cera, y",BnF_244_03,Arturo,bnf_244,1,1.0,0.20654931437723742,False
1909,model,Llama 3.3 70B · 12 000 TPM,"cera, y",Puntuación,"Coma (,)",1,1,1,1,"cera, y",BnF_244_03,Arturo,bnf_244,1,1.0,0.20654931437723742,False
1910,all_models,ALL_MODELS,cero,Acentuación,No sub-rule assigned,1,1,1,1,cero,BnF_030_27,Rodrigo,bnf_030,1,1.0,0.20654931437723742,False
1911,model,GPT OSS 120B · 8 000 TPM,cero,Acentuación,No sub-rule assigned,1,1,1,1,cero,BnF_030_27,Rodrigo,bnf_030,1,1.0,0.20654931437723742,False
1912,all_models,ALL_MODELS,cero,Cambios,Otros,1,1,1,1,cero,BnF_030_27,Rodrigo,bnf_030,1,1.0,0.20654931437723742,False
1913,model,GPT OSS 120B · 8 000 TPM,cero,Cambios,Otros,1,1,1,1,cero,BnF_030_27,Rodrigo,bnf_030,1,1.0,0.20654931437723742,False
1914,all_models,ALL_MODELS,ceron,Acentuación,No sub-rule assigned,1,1,1,1,ceron,BnF_030_27,Rodrigo,bnf_030,1,1.0,0.20654931437723742,False
1915,model,GPT OSS 120B · 8 000 TPM,ceron,Acentuación,No sub-rule assigned,1,1,1,1,ceron,BnF_030_27,Rodrigo,bnf_030,1,1.0,0.20654931437723742,False
1916,all_models,ALL_MODELS,ceron,Cambios,Otros,1,1,1,1,ceron,BnF_030_27,Rodrigo,bnf_030,1,1.0,0.20654931437723742,False
1917,model,GPT OSS 120B · 8 000 TPM,ceron,Cambios,Otros,1,1,1,1,ceron,BnF_030_27,Rodrigo,bnf_030,1,1.0,0.20654931437723742,False
1918,all_models,ALL_MODELS,cerros,Cambios,Sustitución,1,1,1,1,cerros,AGI_INDIFERENTE_1529_N8_06,Rodrigo,agi_indiferente,1,1.0,0.20654931437723742,False
1919,model,Llama 3.3 70B · 12 000 TPM,cerros,Cambios,Sustitución,1,1,1,1,cerros,AGI_INDIFERENTE_1529_N8_06,Rodrigo,agi_indiferente,1,1.0,0.20654931437723742,False
1920,all_models,ALL_MODELS,chiapa por,Puntuación,No sub-rule assigned,1,1,1,1,Chiapa por,AGN_Indios_v009_exp003_fs4v-5_01,Arturo,agn_indios,1,1.0,0.20654931437723742,False
1921,model,GPT OSS 120B · 8 000 TPM,chiapa por,Puntuación,No sub-rule assigned,1,1,1,1,Chiapa por,AGN_Indios_v009_exp003_fs4v-5_01,Arturo,agn_indios,1,1.0,0.20654931437723742,False
1922,all_models,ALL_MODELS,chimal,Cambios,Deleción,1,1,1,1,Chimal,BnF_111_21,Flor,bnf_111,1,1.0,0.20654931437723742,False
1923,model,Llama 3.3 70B · 12 000 TPM,chimal,Cambios,Deleción,1,1,1,1,Chimal,BnF_111_21,Flor,bnf_111,1,1.0,0.20654931437723742,False
1924,all_models,ALL_MODELS,choro,Filológicas - instrucciones,Regularización de H etimológica,1,1,1,1,choro,BNE_ms3047_1,Rodrigo,bne_ms3047,1,1.0,0.20654931437723742,False
1925,model,GPT OSS 120B · 8 000 TPM,choro,Filológicas - instrucciones,Regularización de H etimológica,1,1,1,1,choro,BNE_ms3047_1,Rodrigo,bne_ms3047,1,1.0,0.20654931437723742,False
1926,all_models,ALL_MODELS,chorro,Cambios,Deleción,1,1,1,1,chorro,AMP_AC_v021__doc026_1,Rodrigo,amp_ac,1,1.0,0.20654931437723742,False
1927,model,GPT OSS 120B · 8 000 TPM,chorro,Cambios,Deleción,1,1,1,1,chorro,AMP_AC_v021__doc026_1,Rodrigo,amp_ac,1,1.0,0.20654931437723742,False
1928,all_models,ALL_MODELS,chusma,Cambios,Deleción,1,1,1,1,chusma,BP_CM_R494_156_2,Javier,bp_cm,1,1.0,0.20654931437723742,False
1929,model,Llama 3.3 70B · 12 000 TPM,chusma,Cambios,Deleción,1,1,1,1,chusma,BP_CM_R494_156_2,Javier,bp_cm,1,1.0,0.20654931437723742,False
1930,all_models,ALL_MODELS,cia,Cambios,Inserción,1,1,1,1,cia,BnF_032_36,Paco,bnf_032,1,1.0,0.20654931437723742,False
1931,model,GPT OSS 120B · 8 000 TPM,cia,Cambios,Inserción,1,1,1,1,cia,BnF_032_36,Paco,bnf_032,1,1.0,0.20654931437723742,False
1932,all_models,ALL_MODELS,cia,Filológicas - instrucciones,No sub-rule assigned,1,1,1,1,cia,BnF_032_36,Paco,bnf_032,1,1.0,0.20654931437723742,False
1933,model,GPT OSS 120B · 8 000 TPM,cia,Filológicas - instrucciones,No sub-rule assigned,1,1,1,1,cia,BnF_032_36,Paco,bnf_032,1,1.0,0.20654931437723742,False
1934,all_models,ALL_MODELS,ciento once,Cambios,Deleción,1,1,1,1,ciento once,BnF_030_22,Paco,bnf_030,1,1.0,0.20654931437723742,False
1935,model,Llama 3.3 70B · 12 000 TPM,ciento once,Cambios,Deleción,1,1,1,1,ciento once,BnF_030_22,Paco,bnf_030,1,1.0,0.20654931437723742,False
1936,all_models,ALL_MODELS,"ciertos, indios",Puntuación,No sub-rule assigned,1,1,1,1,"ciertos, indios",BnF_116_02,Paco,bnf_116,1,1.0,0.20654931437723742,False
1937,model,GPT OSS 120B · 8 000 TPM,"ciertos, indios",Puntuación,No sub-rule assigned,1,1,1,1,"ciertos, indios",BnF_116_02,Paco,bnf_116,1,1.0,0.20654931437723742,False
1938,all_models,ALL_MODELS,cihuayztitzin,Filológicas - instrucciones,No modificar otros idiomas,1,1,1,1,Cihuayztitzin,BnF_118_08,Arturo,bnf_118,1,1.0,0.20654931437723742,False
1939,model,Llama 3.3 70B · 12 000 TPM,cihuayztitzin,Filológicas - instrucciones,No modificar otros idiomas,1,1,1,1,Cihuayztitzin,BnF_118_08,Arturo,bnf_118,1,1.0,0.20654931437723742,False
1940,all_models,ALL_MODELS,cion,Filológicas - instrucciones,Regularización de i/y vocálicas,1,1,1,1,cion,BnF_112_04,Paloma,bnf_112,1,1.0,0.20654931437723742,False
1941,model,GPT OSS 120B · 8 000 TPM,cion,Filológicas - instrucciones,Regularización de i/y vocálicas,1,1,1,1,cion,BnF_112_04,Paloma,bnf_112,1,1.0,0.20654931437723742,False
1942,all_models,ALL_MODELS,cion,Filológicas - instrucciones,Regularización de labiales (b/v),1,1,1,1,cion,BnF_112_04,Paloma,bnf_112,1,1.0,0.20654931437723742,False
1943,model,GPT OSS 120B · 8 000 TPM,cion,Filológicas - instrucciones,Regularización de labiales (b/v),1,1,1,1,cion,BnF_112_04,Paloma,bnf_112,1,1.0,0.20654931437723742,False
1944,all_models,ALL_MODELS,"citado, de",Cambios,Deleción,1,1,1,1,"citado, de",BnF_264_12,Edna,bnf_264,1,1.0,0.20654931437723742,False
1945,model,Llama 3.3 70B · 12 000 TPM,"citado, de",Cambios,Deleción,1,1,1,1,"citado, de",BnF_264_12,Edna,bnf_264,1,1.0,0.20654931437723742,False
1946,all_models,ALL_MODELS,citaltepec,Abreviaturas,Expansión completa,1,1,1,1,citaltepec,BnF_267_23,Paco,bnf_267,1,1.0,0.20654931437723742,False
1947,model,Llama 3.3 70B · 12 000 TPM,citaltepec,Abreviaturas,Expansión completa,1,1,1,1,citaltepec,BnF_267_23,Paco,bnf_267,1,1.0,0.20654931437723742,False
1948,all_models,ALL_MODELS,citaltepec,Cambios,Sustitución,1,1,1,1,citaltepec,BnF_267_23,Paco,bnf_267,1,1.0,0.20654931437723742,False
1949,model,Llama 3.3 70B · 12 000 TPM,citaltepec,Cambios,Sustitución,1,1,1,1,citaltepec,BnF_267_23,Paco,bnf_267,1,1.0,0.20654931437723742,False
1950,all_models,ALL_MODELS,"ciudad, de",Puntuación,"Coma (,)",1,1,1,1,"ciudad, de",utblac_wbs_888_duplicated_1,Edna,utblac_wbs,1,1.0,0.20654931437723742,False
1951,model,Llama 3.3 70B · 12 000 TPM,"ciudad, de",Puntuación,"Coma (,)",1,1,1,1,"ciudad, de",utblac_wbs_888_duplicated_1,Edna,utblac_wbs,1,1.0,0.20654931437723742,False
1952,all_models,ALL_MODELS,ciudad. la,Cambios,Deleción,1,1,1,1,ciudad. La,utblac_gg_mss_g62_duplicated_03,Flor,utblac_gg,1,1.0,0.20654931437723742,False
1953,model,Llama 3.3 70B · 12 000 TPM,ciudad. la,Cambios,Deleción,1,1,1,1,ciudad. La,utblac_gg_mss_g62_duplicated_03,Flor,utblac_gg,1,1.0,0.20654931437723742,False
1954,all_models,ALL_MODELS,civil,Cambios,Sustitución,1,1,1,1,civil,BnF_112_02,Arturo,bnf_112,1,1.0,0.20654931437723742,False
1955,model,GPT OSS 120B · 8 000 TPM,civil,Cambios,Sustitución,1,1,1,1,civil,BnF_112_02,Arturo,bnf_112,1,1.0,0.20654931437723742,False
1956,all_models,ALL_MODELS,civiles,Cambios,No sub-rule assigned,1,1,1,1,civiles,BnF_075_003,Adriana,bnf_075,1,1.0,0.20654931437723742,False
1957,model,Llama 3.3 70B · 12 000 TPM,civiles,Cambios,No sub-rule assigned,1,1,1,1,civiles,BnF_075_003,Adriana,bnf_075,1,1.0,0.20654931437723742,False
1958,all_models,ALL_MODELS,clara,Cambios,Sustitución,1,1,1,1,clara,BP_CM_R481_071_2,Adriana,bp_cm,1,1.0,0.20654931437723742,False
1959,model,Llama 3.3 70B · 12 000 TPM,clara,Cambios,Sustitución,1,1,1,1,clara,BP_CM_R481_071_2,Adriana,bp_cm,1,1.0,0.20654931437723742,False
1960,all_models,ALL_MODELS,"claro, doy",Puntuación,Punto (.),1,1,1,1,"claro, doy",BnF_243_16,Rodrigo,bnf_243,1,1.0,0.20654931437723742,False
1961,model,Llama 3.3 70B · 12 000 TPM,"claro, doy",Puntuación,Punto (.),1,1,1,1,"claro, doy",BnF_243_16,Rodrigo,bnf_243,1,1.0,0.20654931437723742,False
1962,all_models,ALL_MODELS,clase;,Puntuación,"Coma (,)",1,1,1,1,clase;,BnF_283_12,Javier,bnf_283,1,1.0,0.20654931437723742,False
1963,model,Llama 3.3 70B · 12 000 TPM,clase;,Puntuación,"Coma (,)",1,1,1,1,clase;,BnF_283_12,Javier,bnf_283,1,1.0,0.20654931437723742,False
1964,all_models,ALL_MODELS,clasificando,Cambios,Sustitución,1,1,1,1,clasificando,BP_CM_32386_007_2,Rodrigo,bp_cm,1,1.0,0.20654931437723742,False
1965,model,Llama 3.3 70B · 12 000 TPM,clasificando,Cambios,Sustitución,1,1,1,1,clasificando,BP_CM_32386_007_2,Rodrigo,bp_cm,1,1.0,0.20654931437723742,False
1966,all_models,ALL_MODELS,clérigo,Cambios,Sustitución,1,1,1,1,clérigo,AGN_Inquisicion_v1570A_exp134_fs159-160v_02,Adriana,agn_inquisicion,1,1.0,0.20654931437723742,False
1967,model,Llama 3.3 70B · 12 000 TPM,clérigo,Cambios,Sustitución,1,1,1,1,clérigo,AGN_Inquisicion_v1570A_exp134_fs159-160v_02,Adriana,agn_inquisicion,1,1.0,0.20654931437723742,False
1968,all_models,ALL_MODELS,co,Cambios,Otros,1,1,1,1,co,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
1969,model,GPT OSS 120B · 8 000 TPM,co,Cambios,Otros,1,1,1,1,co,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
1970,all_models,ALL_MODELS,cocer,Filológicas - instrucciones,x sibilante → j,1,1,1,1,cocer,BnF_075_014,Alba,bnf_075,1,1.0,0.20654931437723742,False
1971,model,GPT OSS 120B · 8 000 TPM,cocer,Filológicas - instrucciones,x sibilante → j,1,1,1,1,cocer,BnF_075_014,Alba,bnf_075,1,1.0,0.20654931437723742,False
1972,all_models,ALL_MODELS,"codicie, cuando",Puntuación,"Coma (,)",1,1,1,1,"codicie, cuando",BnF_032_23,Arturo,bnf_032,1,1.0,0.20654931437723742,False
1973,model,Llama 3.3 70B · 12 000 TPM,"codicie, cuando",Puntuación,"Coma (,)",1,1,1,1,"codicie, cuando",BnF_032_23,Arturo,bnf_032,1,1.0,0.20654931437723742,False
1974,all_models,ALL_MODELS,colegio -,Puntuación,No sub-rule assigned,1,1,1,1,colegio -,BnF_112_02,Arturo,bnf_112,1,1.0,0.20654931437723742,False
1975,model,GPT OSS 120B · 8 000 TPM,colegio -,Puntuación,No sub-rule assigned,1,1,1,1,colegio -,BnF_112_02,Arturo,bnf_112,1,1.0,0.20654931437723742,False
1976,all_models,ALL_MODELS,colima,Cambios,Otros,1,1,1,1,colima,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
1977,model,GPT OSS 120B · 8 000 TPM,colima,Cambios,Otros,1,1,1,1,colima,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
1978,all_models,ALL_MODELS,colimas,Cambios,Otros,1,1,1,1,colimas,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
1979,model,GPT OSS 120B · 8 000 TPM,colimas,Cambios,Otros,1,1,1,1,colimas,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
1980,all_models,ALL_MODELS,color sino,Cambios,Deleción,1,1,1,1,color sino,BnF_167_29,Adriana,bnf_167,1,1.0,0.20654931437723742,False
1981,model,Llama 3.3 70B · 12 000 TPM,color sino,Cambios,Deleción,1,1,1,1,color sino,BnF_167_29,Adriana,bnf_167,1,1.0,0.20654931437723742,False
1982,all_models,ALL_MODELS,colón,Abreviaturas,Expansión completa,1,1,1,1,colón,AGI_INDIFERENTE_2065_N45_09,Rodrigo,agi_indiferente,1,1.0,0.20654931437723742,False
1983,model,GPT OSS 120B · 8 000 TPM,colón,Abreviaturas,Expansión completa,1,1,1,1,colón,AGI_INDIFERENTE_2065_N45_09,Rodrigo,agi_indiferente,1,1.0,0.20654931437723742,False
1984,all_models,ALL_MODELS,colón,Cambios,Sustitución,1,1,1,1,colón,AGI_INDIFERENTE_2065_N45_09,Rodrigo,agi_indiferente,1,1.0,0.20654931437723742,False
1985,model,GPT OSS 120B · 8 000 TPM,colón,Cambios,Sustitución,1,1,1,1,colón,AGI_INDIFERENTE_2065_N45_09,Rodrigo,agi_indiferente,1,1.0,0.20654931437723742,False
1986,all_models,ALL_MODELS,com,Cambios,Otros,1,1,1,1,com,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
1987,model,GPT OSS 120B · 8 000 TPM,com,Cambios,Otros,1,1,1,1,com,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
1988,all_models,ALL_MODELS,combenga,Filológicas - instrucciones,Regularización de labiales (b/v),1,1,1,1,combenga,AGN_Indios_v019_exp354_2,Alba,agn_indios,1,1.0,0.20654931437723742,False
1989,model,GPT OSS 120B · 8 000 TPM,combenga,Filológicas - instrucciones,Regularización de labiales (b/v),1,1,1,1,combenga,AGN_Indios_v019_exp354_2,Alba,agn_indios,1,1.0,0.20654931437723742,False
1990,all_models,ALL_MODELS,cometieron,Cambios,Sustitución,1,1,1,1,cometieron,AGN_Indios_v009_exp003_fs4v-5_01,Arturo,agn_indios,1,1.0,0.20654931437723742,False
1991,model,GPT OSS 120B · 8 000 TPM,cometieron,Cambios,Sustitución,1,1,1,1,cometieron,AGN_Indios_v009_exp003_fs4v-5_01,Arturo,agn_indios,1,1.0,0.20654931437723742,False
1992,all_models,ALL_MODELS,cometio,Acentuación,No sub-rule assigned,1,1,1,1,cometio,BnF_112_02,Arturo,bnf_112,1,1.0,0.20654931437723742,False
1993,model,GPT OSS 120B · 8 000 TPM,cometio,Acentuación,No sub-rule assigned,1,1,1,1,cometio,BnF_112_02,Arturo,bnf_112,1,1.0,0.20654931437723742,False
1994,model,GPT OSS 120B · 8 000 TPM,como,Acentuación,No sub-rule assigned,1,1,1,1,como,BnF_112_02,Arturo,bnf_112,1,1.0,0.20654931437723742,False
1995,all_models,ALL_MODELS,como de causa,Cambios,Deleción,1,1,1,1,como de causa,AGN_AHHacienda_v268_exp046_02,Paloma,agn_ahhacienda,1,1.0,0.20654931437723742,False
1996,model,Llama 3.3 70B · 12 000 TPM,como de causa,Cambios,Deleción,1,1,1,1,como de causa,AGN_AHHacienda_v268_exp046_02,Paloma,agn_ahhacienda,1,1.0,0.20654931437723742,False
1997,all_models,ALL_MODELS,companero,Filológicas - instrucciones,Regularización de la nasal palatal,1,1,1,1,companero,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
1998,model,GPT OSS 120B · 8 000 TPM,companero,Filológicas - instrucciones,Regularización de la nasal palatal,1,1,1,1,companero,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
1999,all_models,ALL_MODELS,compaã±ã­a,Cambios,Otros,1,1,1,1,CompaÃ±Ã­a,BnF_266_05,Adriana,bnf_266,1,1.0,0.20654931437723742,False
2000,model,Llama 3.3 70B · 12 000 TPM,compaã±ã­a,Cambios,Otros,1,1,1,1,CompaÃ±Ã­a,BnF_266_05,Adriana,bnf_266,1,1.0,0.20654931437723742,False
2001,all_models,ALL_MODELS,compaã±ã­a,Cambios,Sustitución,1,1,1,1,CompaÃ±Ã­a,BnF_266_05,Adriana,bnf_266,1,1.0,0.20654931437723742,False
2002,model,Llama 3.3 70B · 12 000 TPM,compaã±ã­a,Cambios,Sustitución,1,1,1,1,CompaÃ±Ã­a,BnF_266_05,Adriana,bnf_266,1,1.0,0.20654931437723742,False
2003,all_models,ALL_MODELS,compelidos,Cambios,Sustitución,1,1,1,1,compelidos,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10,Arturo,agn_hospjesus,1,1.0,0.20654931437723742,False
